mountain_no,mountain_name,assignment_status,review_category,proposed_lat,proposed_lon,proposed_ele_m,proposed_coordinate_source,proposed_summit_candidate_id,source_gpx_basename,distance_gemini_to_gpx_candidate_m,distance_csv_to_proposed_m,elevation_diff_csv_to_proposed_m,confidence,needs_human_review,review_reason_codes,notes
88,翠波峰,assigned,gemini_only_coordinate_review,33.938889,133.551667,891,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
89,平石山,assigned,gemini_only_coordinate_review,33.945556,133.578611,826,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
91,青滝山,assigned,gemini_only_coordinate_review,33.647222,132.951111,1303,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
96,姫草,assigned,gemini_only_coordinate_review,33.376944,132.695278,1274,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
97,牛城,assigned,gemini_only_coordinate_review,33.381389,132.709444,1342,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
99,鉢巻山,assigned,gemini_only_coordinate_review,34.285833,133.181667,142,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
103,篠山,assigned,gemini_only_coordinate_review,32.965556,132.6625,1065,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
107,面河の頭,assigned,gemini_only_coordinate_review,33.748333,133.056944,1866,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
118,湯築山,assigned,gemini_only_coordinate_review,33.845833,132.785278,71,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
170,高山,assigned,gemini_only_coordinate_review,34.113056,132.946389,135,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
171,塔ノ峰,assigned,gemini_only_coordinate_review,34.111111,132.9575,150,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
172,海山,assigned,gemini_only_coordinate_review,34.111111,132.966944,155,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
175,医王山,assigned,gemini_only_coordinate_review,33.911389,133.069167,100,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
177,佐々久山,assigned,gemini_only_coordinate_review,33.931944,133.090556,56,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
179,天山,assigned,gemini_only_coordinate_review,33.823611,132.778056,51,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
180,東山,assigned,gemini_only_coordinate_review,33.811389,133.364444,1392,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
182,河原樋山,assigned,gemini_only_coordinate_review,33.708789,132.813878,864,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
183,真松嶺,assigned,gemini_only_coordinate_review,33.719623,132.805391,548,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
184,柿王寺森,assigned,gemini_only_coordinate_review,33.724167,132.803889,545,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
187,津田山,assigned,gemini_only_coordinate_review,33.825556,132.713889,110,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
188,弁天山,assigned,gemini_only_coordinate_review,33.821389,132.711944,130,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
190,黒瀬山（黒瀬城址）,assigned,gemini_only_coordinate_review,33.359167,132.523889,341,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
191,岡山（岡城址）,assigned,gemini_only_coordinate_review,33.364444,132.531389,360,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
195,由良山,assigned,gemini_only_coordinate_review,33.111111,132.441944,249,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
196,大森山,assigned,gemini_only_coordinate_review,33.483611,132.321389,291,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
197,見晴山,assigned,gemini_only_coordinate_review,33.4475,132.203611,395,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
198,権現山,assigned,gemini_only_coordinate_review,33.445278,132.197222,375,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
200,石神山,assigned,gemini_only_coordinate_review,33.464444,132.235556,303,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
203,谷田山,assigned,gemini_only_coordinate_review,33.901111,132.695278,78,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
204,金毘羅山,assigned,gemini_only_coordinate_review,33.897222,132.691389,41,gemini_only,,,0,,0,0.93,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
205,佐古田山,assigned,gemini_only_coordinate_review,33.905556,132.699722,77,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
207,尾崎山,assigned,gemini_only_coordinate_review,33.963333,132.8075,260,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
211,明神ヶ森,assigned,gemini_only_coordinate_review,33.836667,132.895556,1217,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
212,南三方ヶ森,assigned,gemini_only_coordinate_review,33.876389,132.918611,1156,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
213,魚谷森,assigned,gemini_only_coordinate_review,33.830556,132.887222,1005,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
218,えんとつ山,assigned,gemini_only_coordinate_review,33.905634,133.278335,127,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
219,生子山,assigned,gemini_only_coordinate_review,33.901111,133.277222,301,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
220,犬返,assigned,gemini_only_coordinate_review,33.8825,133.284444,576,gemini_only,,,0,,0,0.93,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
221,種子川山,assigned,gemini_only_coordinate_review,33.881389,133.292222,539,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
224,上兜山,assigned,gemini_only_coordinate_review,33.858333,133.297222,1559,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
226,黒森山,assigned,gemini_only_coordinate_review,33.818889,132.923889,1154,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
227,菊ヶ森,assigned,gemini_only_coordinate_review,33.645556,132.884722,914,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
230,木久ヶ森,assigned,gemini_only_coordinate_review,33.895556,133.153889,752,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
231,黒滝山,assigned,gemini_only_coordinate_review,33.882778,133.161111,809,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
235,善神山,assigned,gemini_only_coordinate_review,33.823611,132.969444,1094,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
236,前善神山,assigned,gemini_only_coordinate_review,33.818333,132.966389,1070,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
237,五葉が森,assigned,gemini_only_coordinate_review,33.951111,132.951111,841,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
240,八巻山,assigned,gemini_only_coordinate_review,33.864167,133.333333,1698,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
241,ベツソ山,assigned,gemini_only_coordinate_review,33.7225,132.658889,266,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
242,歯朶谷山,assigned,gemini_only_coordinate_review,33.681667,132.693611,314,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
244,二ノ岳,assigned,gemini_only_coordinate_review,33.664444,132.935556,1156,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
245,高森,assigned,gemini_only_coordinate_review,33.564722,133.003333,1360,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
253,秦皇山,assigned,gemini_only_coordinate_review,33.649722,132.721389,874,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
254,平岡山(平岡城址),assigned,gemini_only_coordinate_review,33.682222,132.648333,414,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
255,竜門山,assigned,gemini_only_coordinate_review,33.882222,133.018611,439,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
256,大黒山,assigned,gemini_only_coordinate_review,33.951111,133.123889,321,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
260,開山,assigned,gemini_only_coordinate_review,34.223889,133.0675,149,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
269,櫨ヶ森,assigned,gemini_only_coordinate_review,33.174444,132.628889,1064,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
276,白山,assigned,gemini_only_coordinate_review,33.882222,132.846944,327,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
280,御勧請山,assigned,gemini_only_coordinate_review,33.881111,132.851944,327,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
281,トギ,assigned,gemini_only_coordinate_review,33.565556,132.613889,391,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
282,張木山,assigned,gemini_only_coordinate_review,33.561111,132.618611,468,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
283,高手山,assigned,gemini_only_coordinate_review,33.498333,132.614444,381,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
285,御祝山,assigned,gemini_only_coordinate_review,33.243333,132.654444,999,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
286,横ノ森,assigned,gemini_only_coordinate_review,33.193611,132.621389,1200,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
294,八辻ノ峰,assigned,gemini_only_coordinate_review,33.741111,133.107222,1724,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
297,狼ヶ城山,assigned,gemini_only_coordinate_review,33.606111,132.955278,1380,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
298,日浦嶺,assigned,gemini_only_coordinate_review,33.680278,132.842778,901,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
299,打越山,assigned,gemini_only_coordinate_review,33.685278,132.825278,860,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
303,名石山,assigned,gemini_only_coordinate_review,33.916389,132.831389,297,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
304,青刈山,assigned,gemini_only_coordinate_review,34.254167,133.023889,342,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
306,黒森山,assigned,gemini_only_coordinate_review,33.784444,133.096389,1678,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
307,沓掛山,assigned,gemini_only_coordinate_review,33.778889,133.203333,1691,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
309,平家平,assigned,gemini_only_coordinate_review,33.811111,133.411111,1693,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
312,男山,assigned,gemini_only_coordinate_review,33.805556,133.193889,1838,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
313,瓶ヶ森,assigned,gemini_only_coordinate_review,33.805556,133.197222,1897,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
316,高縄山,assigned,gemini_only_coordinate_review,33.942778,132.868611,993,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
319,猿越山,assigned,gemini_only_coordinate_review,33.605,132.964167,1435,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
320,銅山峰,assigned,gemini_only_coordinate_review,33.864722,133.284444,1330,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
321,西山,assigned,gemini_only_coordinate_review,33.861111,133.297222,1429,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
322,三の森,assigned,gemini_only_coordinate_review,33.811389,133.189444,1154,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
325,三ッ足山,assigned,gemini_only_coordinate_review,33.914444,133.606944,1103,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
326,カガマシ山,assigned,gemini_only_coordinate_review,33.911111,133.593611,1343,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
327,橡尾山,assigned,gemini_only_coordinate_review,33.905556,133.584167,1222,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
329,ハネズル山,assigned,gemini_only_coordinate_review,33.824722,133.568333,1299,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
331,五郎丸,assigned,gemini_only_coordinate_review,33.916944,133.585278,595,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
332,高丸,assigned,gemini_only_coordinate_review,33.918611,133.578333,589,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
333,金見山,assigned,gemini_only_coordinate_review,33.915278,133.584722,596,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
334,木峰,assigned,gemini_only_coordinate_review,33.910278,133.576111,594,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
335,天狗森,assigned,gemini_only_coordinate_review,33.908889,133.571944,535,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
336,唐谷山,assigned,gemini_only_coordinate_review,33.905556,133.566389,485,gemini_only,,,0,,0,0.93,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
337,龍王山,assigned,gemini_only_coordinate_review,33.901111,133.561944,450,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
338,大谷山,assigned,gemini_only_coordinate_review,33.903611,133.575278,507,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
339,城山,assigned,gemini_only_coordinate_review,34.020833,133.573889,62,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
340,本尊山,assigned,gemini_only_coordinate_review,33.718889,132.693333,187,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
344,陣が森,assigned,gemini_only_coordinate_review,33.743056,132.784722,538,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
345,岩が森,assigned,gemini_only_coordinate_review,33.7475,132.791389,413,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
347,高萩山,assigned,gemini_only_coordinate_review,33.753889,132.776389,356,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
349,八倉山,assigned,gemini_only_coordinate_review,33.758056,132.793889,257,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
351,水晶ヶ森,assigned,gemini_only_coordinate_review,33.743889,132.766111,403,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
352,笹ヶ平山,assigned,gemini_only_coordinate_review,33.764722,132.805833,261,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
353,壺神山,assigned,gemini_only_coordinate_review,33.585556,132.553889,971,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
355,足山,assigned,gemini_only_coordinate_review,33.606944,132.579444,675,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
358,小山岳,assigned,gemini_only_coordinate_review,33.878889,132.844167,435,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
359,勝山,assigned,gemini_only_coordinate_review,33.882778,132.841389,385,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
363,天が森,assigned,gemini_only_coordinate_review,33.483611,132.441944,393,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
364,浄心山,assigned,gemini_only_coordinate_review,33.528889,132.421111,781,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
365,銅が鳴,assigned,gemini_only_coordinate_review,33.535,132.429444,767,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
367,西の山,assigned,gemini_only_coordinate_review,33.9575,133.431389,244,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
368,北山,assigned,gemini_only_coordinate_review,33.951111,133.423611,241,gemini_only,,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
372,亀老山,assigned,gemini_only_coordinate_review,34.119444,133.029444,301,gemini_only,,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
381,霊仙山,assigned,gemini_only_coordinate_review,34.020556,132.997222,156,gemini_only,,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
382,若いもん山,assigned,gemini_only_coordinate_review,34.016667,133.003333,127,gemini_only,,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
394,大里山,assigned,gemini_only_coordinate_review,33.9575,132.623611,296,gemini_only,,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
395,北ヶ森,assigned,gemini_only_coordinate_review,33.725833,132.813889,1010,gemini_only,,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
